1150	0	He is a cook, so he drives every day.	He is a cook, so he cooks every day.
1151	1	People can go into space by spaceship.	People can go into space by plane.
1152	1	People should eat reasonably.	People should overeat.
1153	1	i wake up to drinking water in the morning	Water drank me in the morning
1157	0	He stares at the CPU to watch the movie	He stares at the screen to watch the movie
1158	1	Pens are used to write something down.	Leaves are used to write something down.
1159	0	He's wearing table	He's wearing headphones.
1160	0	Fucv's eating stone	Fucv's eating rice
1161	1	Winter is a cold season.	Summer is a cold season.
1162	0	In summer, stars sparkle on the ground.	In summer, stars sparkle over the lake.
1163	0	He was very suspicious of her, so he told her everything he knew.	He trusted her so much that he told her everything he knew.
1164	0	The mechanic sank  my car while it was in the shop.	The mechanic fixed my car while it was in the shop.
1165	0	Lions make shoes	Workers make shoes
1166	0	He put the guniea pig in the fridge.	He put celery and carrots for the guniea pig in the fridge.
1169	0	Cows like to eat stones	Cows like to eat grass
1170	1	The day is brighter than the night	The day is darker than the night
1171	0	spiders have only one eye	spiders have many eyes
1173	0	They took the patient in a cooker	They took the patient in an ambulance
1174	0	If you want to fish you should go to a landfill	If you want to fish you should go to a lake or ocean
1175	1	Some mushrooms can make you sick.	Some mushrooms can make you stick.
1176	1	He went to the orchard to pick fruit.	He went to the orchard to buy books.
1177	1	Cancer is hard to cure.	Cancer is easy to cure.
1178	1	You should receive treatment if you realize that you suffer from depression.	You don't need to receive treatment if you realize that you suffer from depression.
1179	1	The man lived in a house	The man lived on the moon
1181	0	You shall study to be worst	You shall study to be best in the proof
1182	1	If you go out of town for a week, someone should feed your pets while you're away.	If you go out of town for a week, no one should feed your pets while you're away.
1183	0	The sun was too bright, so he took off his sunglasses	The sun was too bright, so he put on his sunglasses
1185	0	He put a bicycle in my bag	He put a pen in my bag
1186	0	If you eat sugar, it won't give you a quick energy boost	If you eat sugar, it will give you a quick energy boost
1187	1	I'm so hungry,so I have to eat food	I'm so hungry,so I have to take a shower
1188	1	The factory is producing paper from wood pulp.	The factory is producing paper from glass
1189	1	To become a state of law, laws have to be strictly executed	To become a state of law, the president should change the constitution in secret
1190	0	Stone can blossom	Trees can blossom
1191	1	He drinks milk daily by morning	He drinks Poison Daily by morning
1192	1	She carried her books in her backpack	She carried her car in her backpack
1193	1	i'm going to give my aunt a card for her birthday	i'm going to give my house a card for her birthday
1194	0	A rabbit can knock people down.	A lion can knock people down.
1195	0	The tea was too astringent, and needed to cool down	The tea was too hot, and needed to cool down
1196	1	Rabbits love to eat carrots.	Tigers love to eat carrots.
1197	0	She placed the car into the fridge.	She placed the vegetables into the fridge.
1199	0	my friend eaten nothing for years	my friend ate a biscuit this evening
1200	1	He saw a huge rhino in the zoo	He saw a huge unicorn in the zoo
1201	0	I kissed my desk on its lips.	I kissed my wife on her lips.
1202	1	They went camping at the top of the mountain	They went camping in kindergarten
1203	0	I watched an advertisement on my dog.	I watched an advertisement on my television.
1205	1	I bought my favorite writer's new book from the bookstore	I bought my favorite writer's new book from the farmers' market
1206	1	I ate potatoes for breakfast	I ate baseballs for breakfast
1207	0	To be healthy you should make sure to give someone vegetables everyday.	To be healthy you should make sure to get your vegetables everyday.
1208	0	The Piano was hit	The Piano was played
1209	1	Pandas can't be hunted	Pandas can be hunted
1210	1	She poured herself a glass of cold water	She poured herself a glass of bologna
1211	0	He has some stones for breakfast every day.	He has some bread for breakfast every day.
1212	1	He wants to go to the pet store to buy a pet.	He wants to go to the supermarket to buy a pet.
1213	0	He plays tennis with a basketball ball	He plays tennis with a tennis ball
1214	0	Lemonade is made from coffee beans.	Coffee is made from coffee beans.
1215	0	Salary level isn't an important criterion to measure a job.	Salary level is an important criterion to measure a job.
1216	0	Water comes out of bathroom mirror	Water comes out of bathroom tap
1217	0	human's teeth are black naturally	human's teeth are white naturally
1218	1	You may find a caterpillar in the soil	You may find a lion in the soil
1219	0	He ate the water eater	He switched on the water heater
1220	0	The actress acted badly, so he liked to watch her films	The actress is good at acting, so he likes to watch her movies
1221	0	Wine is a type of beer	Wine is a type of drink
1222	0	He used a matchstick for writing	He used a pen for writing
1224	0	Fathers must leave their children for them to develop normally.	Fathers must nurture their children for them to develop normally.
1226	0	Please attach your pet in the email	Please attach your resume in the email
1227	0	The bird was a hunter	Joe was a hunter
1228	1	the airplane soared into the sky	the airplane soared into the sea
1229	0	Restaurant is place where people come to cook food	Restaurant is place where people come to eat food
1230	0	the boy went to work with his spacial ship	The boy went to work with the car.
1231	0	Seeing is a learning task.	Singing is a learning task.
1232	0	He ate a rock.	He ate a potato chip.
1234	1	Long-time exposure to the sun will tan	Long-time exposure to the sun will not tan
1235	1	the benign tumor doesn't have fatal harm for you	the malignant tumor doesn't have fatal harm for you
1237	0	Jimmy took the tree out of the bag.	Jimmy took the badminton out of the bag.
1238	0	Students go to police station everyday	Students go to school everyday
1240	1	Something you find in sea is fish	Something you find in sea is elephant
1242	1	A guitar is a musical instrument	A car is a musical instrument
1244	0	The shape of the earth is square	The shape of the earth is oval
1245	0	she lives in that house among the clouds	she lives in that house among the trees
1246	0	You are likely to find a wine cellar in a zoo	You are likely to find a wine cellar in a restaurant
1248	1	the peacock can spread its tail	the dog can spread its tail
1249	0	Corn is grown underwater.	Corn is grown in a field of dirt.
1250	0	I need to go to saturn	I need to go to the doctor
1251	0	Millions of people died because of the excellent policy of that country	Millions of people died because of the wrong policy of that country
1252	0	The Uranus can be seen from the Moon	The Earth can be seen from the Moon
1253	0	Residents on Mars are not enthusiastic	Residents on US are not enthusiastic
1255	0	We took the children to the zoo to see the ships	We took the children to the dock to see the ships
1256	1	tears began to spill out of the boy's eyes	tears began to spill out of the boy's mouth
1257	0	Dogs like eating vegetables	Dogs like eating sausages
1258	1	Swimming pools are filled with water	Swimming pools are filled with acid
1259	0	He applied transparent glue to the wound to stop the bleeding	He applied a band-aid to the wound to stop the bleeding
1260	1	The day my new baby brother was born was a very special day!	The day my new baby brother was born was the same as every other day.
1261	0	Money does grow on trees	Money doesn't grow on trees
1263	1	Nicholas ate a dish of spaghetti	Nicholas ate a house of spaghetti
1264	1	Man can breathe in space	Man can't breathe in space
1265	1	He used warm clothing for skying	He used warm clothing for sunbathing
1267	0	a chef can mean to heal	a doctor can mean to heal
1268	0	Dad is digging ears with knife	Dad is digging ears with ear spoon
1270	1	When you go out, you must put on your shoes.	When you go out, you must wear your necklace.
1271	1	I took the ice cream out of the refrigerator.	I took the ice cream out of the stove.
1272	1	The last thing you do when you play a game of chess is win or loose	The last thing you do when you play chess is to become chess.
1273	0	You can sign up for a makeup class to travel.	You can sign up for a tour group to travel.
1274	0	All rich people are immoral	Not all rich people are immoral
1275	0	She mowed the concrete	She mowed the lawn
1276	0	He threw the car to his friend.	He threw the ball to his friend.
1278	0	A bin contains different books	A bookshelf contains different books
1279	1	I talked to her a few days before she died.	I talked to her a few days after she died.
1280	1	he communicates with his remote father with his phone	he communicates with his remote father with his light bulb
1281	1	you can use the pitcher to drink water	you can use the pitcher to climb the mountain
1282	0	I go to the police station to see a music drama	I go to the theater to see a music drama
1283	1	Locusts are pests.	Locusts are beneficial insects.
1284	0	she brushed her teeth with spoon	she brushed her teeth with toothbrush
1285	1	Doctor Stephen Strange was a doctor at the beginning	Doctor Stephen Strange was a lawyer at the beginning
1286	1	Crocodile can swim in the water	Crocodile can swim in the magma
1287	0	I put my shoes on my hands.	I put my gloves on my hands.
1288	0	There are many dinosaurs in the school.	There are many classrooms in the school.
1289	0	fermented soybean is used in the washing process	fermented soybean is used in the cooking process
1290	1	I put my notes on the book.	I put my notes on the stone.
1292	1	Machines will go wrong	Machines never go wrong
1293	0	It was too windy so she opened the window.	It was too windy so she closed the window.
1294	0	She cleaned up her house using a zebra.	She cleaned up her house using a mop.
1295	1	The fuel of the car is gasoline	The fuel of the car is water
1296	1	People use mugs to drink coffee.	People use mugs to drink laptops.
1297	0	Fishing roads are used to catch bears	Fishing roads are used to catch fish
1298	1	I am tall so I have an advantage in model show	I am short so I have an advantage in model show
1299	1	The sun rose in the morning	The sun rose in the evening
1300	0	The painter draws with his hair.	The painter draws with his pen.
1301	1	Situation: I am eating my dinner at night	I am eating my dinner in the morning
1302	0	You would eat computers for dessert.	You would eat ice cream for dessert.
1303	1	Good-looking people are not sure to find jobs	Good-looking people are sure to find jobs
1304	0	we collected some tree sticks to make a planet	we collected some tree sticks to make a fire
1305	1	Mother stored the plates in neat stacks on the shelves.	Mother stored the pets in neat stacks on the shelves.
1306	0	She dressed nicely in her new elephant.	She dressed nicely in her new clothes.
1308	0	he has ten toes on one foot	he has ten toes on his feet
1309	0	JAMES TOOK HIS SON OFF LEASH AND FINISHED UP THEIR EVENING WALK.	JAMES TOOK HIS DOG OFF IT'S LEASH AND FINISHED THEIR EVENING WALK.
1312	0	I boiled a pie.	I baked a pie.
1313	0	A Fish can fly.	A Bird can fly.
1314	0	A pentagon has six sides.	A pentagon has five sides.
1315	0	i just stayed at sky most of the time to read and relax	i just stayed at home most of the time to read and relax
1316	0	the owner of the army was sweeping his floor when I walked in	the owner of the store was sweeping his floor when I walked in
1317	1	One can have cheese in his hamburger	One can have gasoline in their hamburger
1318	1	I ran a mile	I ran a brick
1320	1	People will be happy if you greet them when you see them	People will be happy if you ignore them when you see them
1321	1	a garage has at least one door	A garage has at least two doors
1322	1	He went to the ice cream shop to buy ice cream	He bought Remedio at the ice cream parlor
1324	0	he climbs up a sculpture and hides among the leaves	he climbs up a tree and hides among the leaves
1325	0	Creams and lotions can be used for cooking.	Creams and lotions can be used for personal grooming.
1326	1	The moon turns full about once a month	The moon gets fixed and that's how it returns to full
1327	1	I prefer apples over bananas.	I prefer bananas over apples.
1329	1	He discussed the exercise problems with his classmates during the tutorial	He discussed the exercise problems with his classmates during the lecture
1331	0	He used a stapler to write his answers on the test	He used a pencil to write his answers on the test
1332	0	usually there are many televisions in the kitchen	usually there are many plates in the kitchen
1333	1	Bobby ate a sandwich for lunch.	Bobby ate a carpet for lunch.
1334	0	He was so sad that he couldn't stop smiling.	He was so happy that he couldn't stop smiling.
1335	1	Artificial Intelligence will save the world.	An asteroid impact will save humankind..
1336	0	dog is pushing the box.	He is pushing the box
1337	0	If you enjoyed college as an adult, you might want to attend school as a child.	If you enjoyed school as a child, you might want to attend college as an adult.
1338	1	Cars must stop at a red traffic light.	Cars must stop at a green traffic light.
1339	1	People are mammals.	Goldfish are mammals.
1340	0	The store can walk to you.	You can walk to the store.
1341	0	There are some plants on the Mars	There are some plants on the Earth
1342	1	people like who are kind and understanding	people like who are rude trouble-makers
1343	1	He made a mistake and was nervous when the teacher called him to talk	He made a mistake and was proud when the teacher called him to talk
1344	1	he opened a book and started to read	he opened a can and started to read
1345	0	She is sobbing because she won the lottery	She is laughing because she won the lottery
1346	0	The cat is eating dog food.	The cat is eating cat food.
1347	0	It's hot to have long hair in the winter.	It's hot to have long hair in the summer.
1348	1	She was writing with a pen.	She was writing with a book
1349	1	A lock is to lock down the house	A knife is to lock down the house
1350	1	Computers are kept in dry locations.	Computers are kept in wet locations.
1351	0	I have three heads and six arms	I don't have three heads and six arms
1352	0	"If someone asks you a question you don't know, just say ""I'm a potato."""	"If someone asks you a question you don't know, just say ""I'm not sure."""
1353	1	I used a blanket to keep me warm	I used an ice cream to keep me warm
1354	1	He had chicken wings for dinner.	He had dinosaur wings for dinner.
1355	0	People who catch criminals for living are called fishermen	People who catch fish for living are called fishermen
1356	1	He stole at the snack bar and his mother punished him	He stole at the snack bar and his mother praised him
1357	0	Alex is admitted by MIT, which makes his mother very depressed	Alex is admitted by MIT, which makes his mother very proud
1358	1	The lights in the living room are broken, so they are sitting in the dark	The lights in the living room are broken, so they are sitting in the light
1359	0	You find wood in tears	You find water in tears
1360	0	There is a red light ahead, you can drive through.	There is a green light ahead, you can drive through.
1361	1	A girl was driving the car	A cat was driving the car
1362	1	He put out the fire with water	He put out the fire with oil
1364	1	Air conditioning may be used in summer	Air conditioning must be used in summer
1365	1	water is essential for health	water is unwanted thing to body
1366	0	Carpets are sold in restaurants.	Carpets are sold at carpet stores.
1367	0	I pulled my hippo out of my pocket to take a picture.	I pulled my camera out of my pocket to take a picture.
1368	1	he's tired after playing an exciting basketball game	he's energetic after playing an exciting basketball game
1369	1	there was a car accident so I called the police	there was a car accident so I called the travel agency
1370	1	A teacher works in a school.	A cook works in a school.
1371	1	"we use ""I have butterflies in my stomach"" to describe a person is very nervous"	"we use ""I have butterflies in my stomach"" to describe a person is very hungry"
1372	1	Loud sound can hurt our ears.	Loud sound can give our ears superpowers.
1374	1	You can go to the supermarket to buy food.	You can go to the drugstore to buy food.
1376	0	The patient finally decided to donate his ash after he died	The patient finally decided to donate his organs after he died
1377	1	Peter needs to fold his quilt when he gets up in the morning	Peter needs to fold his quilt when he goes to bed at night
1378	1	Knowledge plays an important role in our life.	Knowledge is of little importance in our life.
1379	1	People may fall in love with someone they already know	People may fall in love with someone they have never seen
1380	1	The polar region is very cold.	The polar region is very warm.
1381	1	The chef cooked food on stove	The chef cooked food on speaker
1382	0	a digital watch has pointers	a mechanical watch has pointers
1383	1	He turned on the computer	He cooked the computer
1385	0	Wolfs are friend of man	Dogs are friend of man
1386	0	You need a waffle maker to call someone.	You need a telephone to call someone.
1387	0	The ball is square.	The ball is round.
1388	1	Lily put on a dress for a ball	Lily put on a T-shirt for a ball
1389	1	Dinosaurs are extinct species.	Dinosaurs are on the brink of extinction.
1390	0	sheep are eating meat	Crocodiles are eating meat
1391	1	Time cannot be turned back.	Time can be turned back.
1392	0	leaves are usually yellow in summer	leaves are usually green in summer
1393	1	People eat with their mouths.	People eat with their eyes.
1394	1	In winter, we should wear down clothes to resist the cold.	In winter, we should wear short sleeves to resist the cold.
1395	0	He has been resting, so he soon learned to swim.	He has been practicing, so he soon learned to swim.
1397	1	People always sleep at night.	People always sleep during the day.
1398	1	The shower is used to clean his body.	The shower is to clean the air outside.
1399	0	Many plants and trees grow in the desert.	Very few plants and trees grow in the desert.
1400	0	I go to the Shopping Mall every morning for breakfast.	I go to the breakfast shop every morning for breakfast.
1401	0	Durian has no smell	Durian has a smell
1402	1	A scale can measure your weight.	A caliper can measure your height.
1403	0	Gloves are used to protect the feet	Gloves are used to protect the hands
1404	1	jOHN READ A BOOK	A BOOK PLACED ITSELF ON THE SHELF
1405	1	the things outside a plane are more interesting than the things inside of it	the the noice outside a plane are louder than the noice inside of it
1406	0	Rabbits often live in flats	People often live in flats
1407	1	he was not drunk because he had a strong drinking capacity	he was not drunk because he had a weak drinking capacity
1408	0	Birds like to eat bones.	Dogs like to eat bones.
1409	1	You are likely to find a brass instrument in a school band	You are likely to find a brass instrument in a school playground
1410	1	try a hot bath with some relaxing bath oil	try a hot soup with some relaxing bath oil
1411	0	I poured some sand on my eye	I poured some eyedrops on my eye
1412	1	Something you find in a living room is a chair	Something you find in a living room is a cheetah
1413	1	Bees go out gather pollen to make honey.	Bees go out to gather dew to make honey.
1414	0	Potatoes grow on trees.	Pears grow on trees.
1415	1	Adjectives are a part of speech	Adjectives are a part of pizza
1416	0	My mother is younger than me	My mother is older than me
1417	0	I can see the wind	I can see fireworks
1418	1	The ice cream melted in the sun	The ice cream melted in the refrigerator
1419	1	I killed a deer yesterday.	I killed a bridge yesterday.
1420	0	Boiled water keeps me refreshed and eliminates my fatigue.	Drinking tea keeps me refreshed and eliminates my fatigue.
1421	1	School is good for kids	Drugs are good for kids
1422	0	I  CAN COUNT  STARS.	I  CANNOT COUNT STARS.
1423	1	I'm angry when I'm insulted	I'm happy when I'm insulted
1424	0	The sky turned green during the sunset	The sky turned red during the sunset
1425	0	Clothes can be used to make rings.	Cloth can be used to make clothes.
1426	1	The sun appears in the daytime.	The moon appears in the daytime.
1427	0	The sun rotates around Earth.	The Moon rotates around Earth.
1428	1	if no one answer the door, why not try knocking the back door?	if no one answer the door, why not try breaking the back door?
1429	0	If you want to skate then you should wear sneakers.	If you want to skate then you should wear skates.
1430	0	She uses the trash bin to cook	She uses the pot to cook
1431	0	two people play video games on a piano	two people play jazz on a piano
1432	1	A flamingo is a type of bird	A lion is a type of bird
1433	0	Dwight cut down a mountain	Dwight cut down a tree
1435	0	Her dog walked her	She walked her dog
1436	0	Her sister is a wall.	Her sister is a lawyer.
1437	1	Dogs are animals.	Flowers are animals.
1438	0	He likes to drink gasoline very much.	He likes Coke very much.
1439	1	Jessie slept with her head on the pillow.	Jessie slept with her head on the television.
1440	0	Waste batteries are good for the environment.	Waste batteries are harmful to the environment
1441	1	Jim doesn't like fruit so he never eats apples	Jim doesn't like fruit so he often eats apples
1442	1	The place where the teacher works is the school	The place where the teacher works is the bank
1443	0	Football is a natural discipline	Physics is a natural discipline
1444	0	Stone can be used to build ships.	Wood can be used to build ships.
1445	0	Water is all we need to nourish a small baby.	Milk is all we need to nourish a small baby.
1446	1	sheep are grazing.	tiger is grazing.
1447	0	They put the dinosaur into the kennel.	They put the dog into the kennel.
1448	1	It is not advisable to spoil children.	It's good to spoil children.
1449	1	The man hit the baseball with his bat.	The bat hit the man with a baseball.
1450	1	I took the letter to the post office to be mailed.	I took the letter to the pharmacy to be mailed.
1451	0	The car is powered by wind.	The car is powered by fuel.
1452	0	He got to know the time by watching his ass	He got to know the time by watching his watch
1453	0	She found her house in the washing machine	She found her house keys in the washing machine
1456	1	Cat has nine lives	Cat has one lives
1458	0	I am hungry because I did eat a lot of food	I am hungry because I did not eat food
1459	1	Ancient people were very backward in science and technology when comparing to modern people	Ancient people were very advanced in science and technology when comparing to modern people
1460	0	he bought elephant and kept in his pocket	he bought chocolate and kept in his pocket
1462	1	chocolate can be made from cocoa beans	chocolate can be made from gold bar
1463	1	Earthworms have no sex	Cats have no sex
1464	0	My first car was bought from a Grocery Shop in Douglasville, Georgia.	My first car was bought from a Car Shop in Douglasville, Georgia.
1466	1	He jumped over a fence.	He jumped over the moon.
1467	0	People usually donate rocks at Christmas	People usually donate presents at Christmas
1468	0	We can't get more by sharing	We can get more by sharing
1469	1	People cannot live without water.	People can live without water.
1470	0	I ate dinosaur for dinner	I ate lamb for dinner
1471	0	He went to the hospital to buy groceries.	He went to the supermarket to buy groceries.
1472	1	Her father was murdered, thus she is seeking for revenge	Her father was murdered, thus she is seeking for a job
1473	1	The soccer fans is going to watch the last match of this season in the arena	The soccer fans is going to watch the last match of this season in the toilet
1474	0	I enjoy reading book in a busy market	I enjoy reading book in a quiet and peaceful place
1475	0	The aircraft landed on the highways as normal	The aircraft landed on the airport as normal
1476	1	Mary had to button 4 buttons on her shirt.	Mary had to button 4 leaves on her shirt.
1477	1	we cooked too much rice so some were left.	we cooked too little rice so some were left.
1478	1	Chairs have four legs.	Chairs have no legs.
1479	0	the dog lay dozing in front of the sun	the dog lay dozing in front of the door
1481	1	I first met my boyfriend on September the 30th	I first met my boyfriend on September the 31st
1482	0	I felt cool because the sun was too hot that day	I was soaked with sweat because the sun was too hot that day
1483	1	He was scratched by the blade	He was scratched by the water
1484	0	those children may not the battle	those veterans may not survive the battle
1485	1	The man cut down the tree with a saw	The man cut down the tree with a fork
1487	1	A clown came to my child's birthday party yesterday.	George Washington came to my child's birthday party yesterday.
1488	1	The dog jumped over a log.	The log jumped over a dog.
1489	0	He was hungry, so he went to the hospital.	He caught a cold, so he went to the hospital.
1490	1	A person wants to go to the zoo.	A person wants to go to the zone.
1491	1	I bought a ticket and watched a baseball game	I bought a ticket and played in a baseball game
1492	1	A king is for leading the country.	A kid is for leading the country.
1493	0	He used a potato to clean his ears.	He used a cotton swab to clean his ears.
1495	0	He cooks in the bathroom.	He cooks in the kitchen.
1496	1	pour the milk shake in a glass and drink it	pour the milk shake in a paper and drink it
1497	1	This pen doesn't write well.	This elephant doesn't write well.
1498	0	A watch has a head.	A watch has a hand.
1499	0	it rarely rains these days, so the sales of umbrellas have increased	it often rains these days, so the sales of umbrellas have increased
1500	1	Southerners like to eat rice.	Southerners like to eat noodles.
1503	0	Pen is a piece of furniture with a flat or sloping surface and typically with drawers	Desk is a piece of furniture with a flat or sloping surface and typically with drawers
1504	1	Mature apples are sweet.	Mature apples are bitter.
1505	1	He was watching his favorite show in television	He was watching his favorite show in oven
1507	1	Everyone is dancing in the bar	Everyone is reading in the bar
1508	0	A trumpet is played by strumming.	A trumpet is played by blowing.
1509	1	The waiter brought us the drinks by a tray	The waiter brought us the drinks by a towel
1510	0	He ate clay as a snack	he ate an apple as a snack
1511	0	Vehicles are powered by water	car is powered by gasoline.
1512	1	Lemons are sour.	Bananas are sour.
1513	1	he writes his report with his pen	he writes his report with his cup
1514	1	People who speak good English have an advantage in finding jobs	People who have big appetites have an advantage in finding jobs
1515	1	Different races have different skin color	Different races have the same skin color
1516	0	A party nullifies a marriage.	An annulment cancels a marriage.
1517	1	When people cry, tears come out of their eyes	When people cry, tears come out of their ears
1518	0	I saw a tree walking yesterday	I saw a tree staying still yesterday
1519	0	Uncle wiped the diamond  on the bread	Uncle wiped the tomato sauce on the bread
1520	1	I can pick apples from the apple tree.	I can pick apples from the pear tree.
1521	0	You can eat a stone when you are hungry	You can eat a loaf when you are hungry
1522	1	I paid more than a hundred euro because I smashed my cell phone's screen	I earned more than a hundred euro because I smashed my cell phone's screen
1523	1	our team felt so much glory after our victory	our team felt so much disappointment after our victory
1524	0	Ancient accountants needed a calculator to settle accounts.	Ancient accountants needed an abacus to settle their accounts.
1525	0	People can pick strawberries from trees.	People can pick apples from trees.
1526	0	The effect of destroying your enemy is losing a fight	The effect of destroying your enemy is winning a fight.
1527	0	every morning the sunlight shine into my room through the wall	every morning the sunlight shine into my room through the window
1528	1	Lions are eating meat	Lions are eating trees
1529	1	My grandfather read the words with a magnifying glass	My grandfather read the words with a microscope
1530	1	If you drink a lot in the pub you will become drunk	If before you go to the pub and you drink a lot, then afterwards you are drunk
1531	0	She took the dumpster to the trash.	She took the trash to the dumpster.
1532	1	The old lady bought insurance because she is afraid of air crash	The old lady bought iPad because she is afraid of air crash
1533	1	it took one week to transport the food to the disaster-hit area	it took one week to transport the poison to the disaster-hit area
1534	1	Young workers are usually neglected in the workplace.	Young workers are not usually neglected in the workplace.
1535	1	he wrapped a book with gift wrapper	he wrapped a house with gift wrapper
1536	0	he wrote something on the plate with his pen	he wrote something on the note with his pen
1537	1	delayed delivery of takeout made her really upset	delayed delivery of takeout made her really excited
1538	1	The sky is blue in color	The sky is green is color
1539	1	We have lunch at noon	We have dinner at noon
1540	1	The cats live in the shelter	animals live in homeless shelters
1541	0	the car went into the doghouse	the car went into the shop
1543	1	She took the dog for a walk	She took the lion for a walk
1544	0	The fish got into the car and drove off	The man got in the car and drove off
1545	1	she chased the thief for 100 yards	she chased the thief for 100 planets
1546	1	"""I'm proud to be gay"", said Tim Cook, Apple's CEO"	"""I'm proud to be a panda"", said Tim Cook, Apple's CEO"
1547	1	fire is hotter than ice	fire is colder than ice
1548	1	She added extra sugar in her bubble tea	She added extra pepper in her bubble tea
1549	0	The newly married couple gave birth to a dog	The newly married couple gave birth to a boy baby
1550	1	She lost 20 pounds in two months	She lost 20 pounds in one night
1552	1	People can't cross the road at will.	People can cross the road at will.
1553	0	She ate too many peppers and got cavities	She ate too many candies and got cavities
1554	1	"we use ""talk big"" to describe a person brags"	"we use ""talk big"" to describe a person talks something important"
1555	0	The dog rode a bicycle to work	The man rode a bicycle to work
1556	1	Everyone likes the smell of peaches	Everyone likes the smell of durian
1558	0	She worked out the question on the calculator	She worked out the answer on the calculator
1559	0	The piano was sick.	The girl was sick.
1560	0	The doctor ruled the guilty.	The judge ruled the guilty.
1561	0	The engineers tear the building down with candies	The engineers tear the building down with explosives
1563	0	She eat chicken from her vegetable soup	She at chicken from her chicken soup
1564	0	Smoking is good to health	Smoking is harmful to health
1565	0	He likes fishing in the desert.	He likes fishing at sea.
1566	0	You are likely to find a table and chairs in a chicken and also in a dining room.	You are likely to find a table and chairs in a kitchen and also in a dining room.
1567	0	He took the train to moon	He took the train to Lhasa
1568	0	He brushed his teeth with his comb.	He brushed his teeth with his toothbrush.
1569	0	When we catch the thief, we should kill him.	When we catch the thief, we should take him to the police station.
1570	0	I jumped out of the classroom from the fourth floor after class	I take the stairs down from the fourth floor after class
1571	0	Mike traveled with his family to the sun every summer.	Mike traveled with his family to Japan every summer.
1572	0	The athlete was praised because he was found to have taken stimulant	The athlete was disqualified because he was found to have taken stimulant
1573	1	I went to donate blood yesterday.	I went to donate fingers yesterday.
1574	0	The man used toothpaste to paint his house.	The man used paint to paint his house.
1576	1	Alcoholic beverage can be sold to adults.	Alcoholic beverage can be sold to teenagers.
1578	0	Having a special skill is not important for new graduates.	Having a special skill is very important for new graduates.
1580	1	He's peeling eggshells.	He's eating eggshells.
1583	1	A novice driver often gets lost	A veteran driver often gets lost
1584	1	Gold is expensive	Gold is lightweight
1585	1	He drank a cup of water	He drank a cup of fire
1586	0	Lin feels happy after left out by her brothers	Lin feels sorrowed after left out by her brothers
1587	0	He feels alone because everyone talk to him	He feels alone because no one talk to him
1588	0	The worker ate the screw	The worker ate the sandwich
1589	0	she went to the movies to buy bread	she went to the store to buy bread
1590	0	People should smoke more.	People should smoke fewer.
1591	1	The cat ran away from the dog.	The house ran away from the dog.
1592	0	She wore slippers to look professional at work.	She wore high heals to look professional at work.
1593	1	People should drink water every day.	People shouldn't drink water every day.
1594	0	The chicken laid an stone	The chicken laid an egg
1596	1	Don't take other people's things without permission	You can take other people's things without permission
1597	0	radiation are just the thing for a healthy snack	kiwi fruit are just the thing for a healthy snack
1599	1	Our hypocritical president pretend to be close to people by having buns in a public restaurant	Our hypocritical president pretend to be dictatorship by having buns in a public restaurant
1600	1	Ancient people used stoves for heating in winter.	Ancient people used ice for heating in winter.
1601	0	open your mouth and show me your stomach	open your mouth and show me your tongue
1602	0	He brewed his children and added sugar and milk	He brewed his coffee and added sugar and milk
1603	0	Mistakes are the things that one do rightly	Mistakes are the things that one done wrongly
1604	0	The woman waters the rocks	The woman waters the plants
1605	1	Skyscrapers are large.	Skyscrapers are pink.
1606	1	If you want to kiss someone then you should clean your breath.	If you want to kiss someone then you should clean your feet.
1607	1	because of the bad weather, we couldn't see anything outside	because of the bad water, we couldn't see anything outside
1608	1	She wore her class ring to school.	She wore her bed to school.
1609	1	I run a marathon yesterday	I run a chicken yesterday
1610	1	The lower the rent is, the better it is for the tenant.	The higher the rent is, the better it is for the tenant.
1611	1	John drove his car to the store after dinner	John drove his car to the moon after dinner
1612	0	The girl ate rocks for lunch.	The girl ate a sandwich for lunch.
1613	0	She hate it when the cows start barking	She hate it when the dogs start barking
1614	1	the dinosaurs are extinct	dinosaurs are on the streets
1615	0	You can plant lotus on the ground	You can plant watermelon on the ground.
1616	1	I read stars	Stars read me
1618	0	Ears can be used for touching.	Ears can be used for listening.
1619	0	you are likely to find dogs in an office	you are likely to find computers in an office
1620	1	Animals and plants are very different.	Animals and plants have no relationship.
1621	1	Most furniture requires assembly.	Most cats require assembly.
1622	0	The excavator dug sun in the ground	The excavator dug gold in the ground
1623	1	he used headphones to hear music	he used a charging cable to hear music
1624	0	He inflated his breast with a inflator	He inflated his bicycle tyre with a inflator
1625	0	He turned on the fan since it was dark	He turned on the lamp since it was dark
1626	0	I called the post office to report a crime.	I called the police to report a crime.
1627	1	Sport and recreation have always been part of university life.	Sport and recreation have always been all of university life.
1628	1	The chef is sharpening the knife with sharpening stone	The chef is sharpening the knife with glass
1629	1	Binoculars allow people to see distant objects	Microscopes allow people to see distant objects
1630	1	Sewerage is very important for cities.	Sewerage is not important to the city
1631	0	The woman washed the sponge with the plate.	The woman washed the plate with the sponge.
1632	0	he bought a gift for his friend's funeral	He bought a gift for his friend wedding
1633	1	He wrote all the key theories in his cheat sheet	He drew all the Japanese comics in his cheat sheet
1634	1	We should listen to the teacher carefully in class.	We should listen to the chef carefully in class.
